2018-05-24T06:43:05.774+0000 I CONTROL  [initandlisten] MongoDB starting : pid=41 port=27017 dbpath=/mongo/mem 64-bit host=node2
2018-05-24T06:43:13.183+0000 I NETWORK  [conn3] end connection 172.23.0.3:57236 (1 connection now open)
2018-05-24T06:43:13.184+0000 I STORAGE  [replexec-0] createCollection: local.system.replset with no UUID.
2018-05-24T06:43:13.189+0000 I REPL     [replexec-0] New replica set config in use: { _id: "rs0", version: 1, protocolVersion: 1, members: [ { _id: 0, host: "node1:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 1, host: "node2:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 }, { _id: 2, host: "node3:27017", arbiterOnly: false, buildIndexes: true, hidden: false, priority: 1.0, tags: {}, slaveDelay: 0, votes: 1 } ], settings: { chainingAllowed: true, heartbeatIntervalMillis: 2000, heartbeatTimeoutSecs: 10, electionTimeoutMillis: 10000, catchUpTimeoutMillis: -1, catchUpTakeoverDelayMillis: 30000, getLastErrorModes: {}, getLastErrorDefaults: { w: 1, wtimeout: 0 }, replicaSetId: ObjectId('5b065efeb405c746d93ab617') } }
2018-05-24T06:43:13.197+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:57240 #4 (2 connections now open)
2018-05-24T06:43:13.198+0000 I REPL     [replexec-0] This node is node2:27017 in the config
2018-05-24T06:43:13.199+0000 I REPL     [replexec-0] transition to STARTUP2 from STARTUP
2018-05-24T06:43:13.199+0000 I REPL     [replexec-0] Starting replication storage threads
2018-05-24T06:43:13.206+0000 I STORAGE  [replexec-0] createCollection: local.temp_oplog_buffer with no UUID.
2018-05-24T06:43:13.215+0000 I NETWORK  [conn4] received client metadata from 172.23.0.3:57240 conn4: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.6.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "17.10" } }
2018-05-24T06:43:13.224+0000 I REPL     [replication-0] Starting initial sync (attempt 1 of 10)
2018-05-24T06:43:13.216+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to node3:27017
2018-05-24T06:43:13.216+0000 I REPL     [replexec-0] Member node1:27017 is now in state SECONDARY
2018-05-24T06:43:13.325+0000 I COMMAND  [conn4] command admin.$cmd command: isMaster { isMaster: 1, hangUpOnStepDown: false, client: { driver: { name: "NetworkInterfaceASIO-Replication", version: "3.6.4" }, os: { type: "Linux", name: "Ubuntu", architecture: "x86_64", version: "17.10" } }, compression: [ "snappy" ], internalClient: { minWireVersion: 0, maxWireVersion: 6 }, $db: "admin" } numYields:0 reslen:430 locks:{} protocol:op_query 109ms
2018-05-24T06:43:13.332+0000 I STORAGE  [replication-0] Finishing collection drop for local.temp_oplog_buffer (no UUID).
2018-05-24T06:43:13.333+0000 I STORAGE  [replication-0] createCollection: local.temp_oplog_buffer with no UUID.
2018-05-24T06:43:13.424+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Successfully connected to node3:27017, took 208ms (1 connections now open to node3:27017)
2018-05-24T06:43:13.430+0000 I REPL     [replexec-2] Member node3:27017 is now in state STARTUP2
2018-05-24T06:43:14.337+0000 I REPL     [replication-0] sync source candidate: node1:27017
2018-05-24T06:43:14.339+0000 I REPL     [replication-0] ******
2018-05-24T06:43:14.340+0000 I REPL     [replication-0] creating replication oplog of size: 990MB...
2018-05-24T06:43:14.340+0000 I STORAGE  [replication-0] createCollection: local.oplog.rs with no UUID.
2018-05-24T06:43:14.341+0000 I STORAGE  [replication-0] Starting WiredTigerRecordStoreThread local.oplog.rs
2018-05-24T06:43:14.342+0000 I STORAGE  [replication-0] The size storer reports that the oplog contains 0 records totaling to 0 bytes
2018-05-24T06:43:14.342+0000 I STORAGE  [replication-0] Scanning the oplog to determine where to place markers for truncation
2018-05-24T06:43:14.478+0000 I REPL     [replication-0] ******
2018-05-24T06:43:14.479+0000 I STORAGE  [replication-0] dropAllDatabasesExceptLocal 1
2018-05-24T06:43:14.480+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to node1:27017
2018-05-24T06:43:14.537+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to node1:27017, took 57ms (1 connections now open to node1:27017)
2018-05-24T06:43:14.586+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to node1:27017
2018-05-24T06:43:14.610+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to node1:27017, took 25ms (2 connections now open to node1:27017)
2018-05-24T06:43:14.616+0000 I REPL     [replication-0] CollectionCloner::start called, on ns:admin.system.version
2018-05-24T06:43:14.646+0000 I STORAGE  [repl writer worker 0] createCollection: admin.system.version with provided UUID: 0a8bf1ab-11b9-4a79-912c-bfeb8420820a
2018-05-24T06:43:14.650+0000 I INDEX    [repl writer worker 0] build index on: admin.system.version properties: { v: 2, key: { _id: 1 }, name: "_id_", ns: "admin.system.version" }
2018-05-24T06:43:14.651+0000 I INDEX    [repl writer worker 0] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2018-05-24T06:43:14.677+0000 I COMMAND  [repl writer worker 1] setting featureCompatibilityVersion to 3.6
2018-05-24T06:43:14.677+0000 I NETWORK  [repl writer worker 1] Skip closing connection for connection # 4
2018-05-24T06:43:14.677+0000 I NETWORK  [repl writer worker 1] Skip closing connection for connection # 2
2018-05-24T06:43:14.678+0000 I REPL     [repl writer worker 1] CollectionCloner ns:admin.system.version finished cloning with status: OK
2018-05-24T06:43:14.679+0000 I REPL     [repl writer worker 1] Finished cloning data: OK. Beginning oplog replay.
2018-05-24T06:43:14.688+0000 I REPL     [replication-1] No need to apply operations. (currently at { : Timestamp(1527144191, 1) })
2018-05-24T06:43:14.695+0000 I COMMAND  [replication-0] Assigning UUID b852bbc4-1cc8-4af6-bb37-5f26d8d28639 to collection local.system.rollback.id
2018-05-24T06:43:14.696+0000 I COMMAND  [replication-0] Assigning UUID f2774c1b-5adc-40a8-bedd-20c1712ab520 to collection local.temp_oplog_buffer
2018-05-24T06:43:14.697+0000 I COMMAND  [replication-0] Assigning UUID b409efc3-3cd8-4a2e-a444-3c5f2d0372ed to collection local.system.replset
2018-05-24T06:43:14.697+0000 I COMMAND  [replication-0] Assigning UUID b2250a5e-03ac-4079-b1c2-ebba1d3368f4 to collection local.me
2018-05-24T06:43:14.698+0000 I COMMAND  [replication-0] Assigning UUID 47e324f6-0fe1-4085-aa2f-c577c0a04f1b to collection local.startup_log
2018-05-24T06:43:14.698+0000 I COMMAND  [replication-0] Assigning UUID 9674d4a5-aaf2-4d90-a9e5-2c9937880f82 to collection local.replset.minvalid
2018-05-24T06:43:14.699+0000 I COMMAND  [replication-0] Assigning UUID ca17e90c-eff1-48ce-ba74-431de22c27d7 to collection local.oplog.rs
2018-05-24T06:43:14.699+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Ending connection to host node1:27017 due to bad connection status; 1 connections to that host remain open
2018-05-24T06:43:14.706+0000 I REPL     [replication-1] Finished fetching oplog during initial sync: CallbackCanceled: error in fetcher batch callback: oplog fetcher is shutting down. Last fetched optime and hash: { ts: Timestamp(0, 0), t: -1 }[0]
2018-05-24T06:43:14.707+0000 I REPL     [replication-1] Initial sync attempt finishing up.
2018-05-24T06:43:14.707+0000 I REPL     [replication-1] Initial Sync Attempt Statistics: { failedInitialSyncAttempts: 0, maxFailedInitialSyncAttempts: 10, initialSyncStart: new Date(1527144193208), initialSyncAttempts: [], fetchedMissingDocs: 0, appliedOps: 0, initialSyncOplogStart: Timestamp(1527144191, 1), initialSyncOplogEnd: Timestamp(1527144191, 1), databases: { databasesCloned: 1, admin: { collections: 1, clonedCollections: 1, start: new Date(1527144194588), end: new Date(1527144194680), elapsedMillis: 92, admin.system.version: { documentsToCopy: 1, documentsCopied: 1, indexes: 1, fetchedBatches: 1, start: new Date(1527144194616), end: new Date(1527144194680), elapsedMillis: 64 } } } }
2018-05-24T06:43:14.707+0000 I STORAGE  [replication-1] Finishing collection drop for local.temp_oplog_buffer (f2774c1b-5adc-40a8-bedd-20c1712ab520).
2018-05-24T06:43:14.709+0000 I REPL     [replication-1] initial sync done; took 1s.
2018-05-24T06:43:14.709+0000 I REPL     [replication-1] transition to RECOVERING from STARTUP2
2018-05-24T06:43:14.711+0000 I REPL     [replication-1] Starting replication fetcher thread
2018-05-24T06:43:14.712+0000 I REPL     [replication-1] Starting replication applier thread
2018-05-24T06:43:14.712+0000 I REPL     [replication-1] Starting replication reporter thread
2018-05-24T06:43:14.722+0000 I REPL     [rsBackgroundSync] could not find member to sync from
2018-05-24T06:43:14.725+0000 I REPL     [rsSync] transition to SECONDARY from RECOVERING
2018-05-24T06:43:14.755+0000 I REPL     [replexec-0] Member node3:27017 is now in state SECONDARY
2018-05-24T06:43:17.924+0000 I NETWORK  [listener] connection accepted from 172.23.0.4:57856 #5 (3 connections now open)
2018-05-24T06:43:17.927+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:57262 #6 (4 connections now open)
2018-05-24T06:43:17.990+0000 I NETWORK  [listener] connection accepted from 172.23.0.2:46064 #7 (5 connections now open)
2018-05-24T06:43:17.995+0000 I NETWORK  [conn6] received client metadata from 172.23.0.3:57262 conn6: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:43:18.022+0000 I NETWORK  [conn5] received client metadata from 172.23.0.4:57856 conn5: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:43:18.095+0000 I NETWORK  [conn7] received client metadata from 172.23.0.2:46064 conn7: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:43:22.355+0000 I STORAGE  [conn2] createCollection: local.replset.election with generated UUID: e384e497-bb7c-4bbe-a513-0503e0cf3b7a
2018-05-24T06:43:22.858+0000 I REPL     [replexec-1] Member node1:27017 is now in state PRIMARY
2018-05-24T06:43:24.752+0000 I REPL     [rsBackgroundSync] sync source candidate: node1:27017
2018-05-24T06:43:24.753+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to node1:27017
2018-05-24T06:43:24.756+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to node1:27017, took 3ms (2 connections now open to node1:27017)
2018-05-24T06:43:24.758+0000 I STORAGE  [rsSync] createCollection: local.replset.oplogTruncateAfterPoint with generated UUID: ef0a29b5-f348-4feb-853a-c2064c731e0f
2018-05-24T06:43:24.764+0000 I STORAGE  [repl writer worker 6] createCollection: config.transactions with provided UUID: c2ac2a6e-a62c-4cb7-93a6-88575df68bec
2018-05-24T06:43:24.768+0000 I STORAGE  [repl writer worker 8] createCollection: admin.system.keys with provided UUID: 1f772053-d966-4c53-97b1-eb84d977a076
2018-05-24T06:43:24.777+0000 I STORAGE  [repl writer worker 12] createCollection: lily.storage with provided UUID: 74411b0e-cbf6-44e9-b7fc-f3a4f604670d
2018-05-24T06:43:24.780+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to node1:27017
2018-05-24T06:43:24.791+0000 I INDEX    [repl writer worker 14] build index on: lily.storage properties: { v: 2, unique: true, key: { key: 1 }, name: "key_1", ns: "lily.storage" }
2018-05-24T06:43:24.792+0000 I INDEX    [repl writer worker 14] 	 building index using bulk method; build may temporarily use up to 500 megabytes of RAM
2018-05-24T06:43:24.793+0000 I INDEX    [repl writer worker 14] build index done.  scanned 0 total records. 0 secs
2018-05-24T06:43:24.794+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to node1:27017, took 14ms (3 connections now open to node1:27017)
2018-05-24T06:43:24.855+0000 I NETWORK  [conn6] end connection 172.23.0.3:57262 (4 connections now open)
2018-05-24T06:43:33.074+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:57290 #8 (5 connections now open)
2018-05-24T06:43:33.098+0000 I NETWORK  [conn8] received client metadata from 172.23.0.3:57290 conn8: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:44:24.792+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Ending idle connection to host node1:27017 because the pool meets constraints; 2 connections to that host remain open
2018-05-24T06:45:07.756+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Connecting to node1:27017
2018-05-24T06:45:07.786+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Successfully connected to node1:27017, took 30ms (3 connections now open to node1:27017)
2018-05-24T06:45:50.631+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Ending connection to host node1:27017 due to bad connection status; 2 connections to that host remain open
2018-05-24T06:45:50.632+0000 I REPL     [replication-0] Restarting oplog query due to error: NetworkInterfaceExceededTimeLimit: error in fetcher batch callback: Operation timed out. Last fetched optime (with hash): { ts: Timestamp(1527144340, 137), t: 1 }[-1193011580131807774]. Restarts remaining: 3
2018-05-24T06:45:50.639+0000 I REPL     [replication-0] Scheduled new oplog query Fetcher source: node1:27017 database: local query: { find: "oplog.rs", filter: { ts: { $gte: Timestamp(1527144340, 137) } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, batchSize: 13981010, term: 1, readConcern: { afterClusterTime: Timestamp(1527144340, 137) } } query metadata: { $replData: 1, $oplogQueryData: 1, $readPreference: { mode: "secondaryPreferred" } } active: 1 findNetworkTimeout: 65000ms getMoreNetworkTimeout: 10000ms shutting down?: 0 first: 1 firstCommandScheduler: RemoteCommandRetryScheduler request: RemoteCommand 11928 -- target:node1:27017 db:local cmd:{ find: "oplog.rs", filter: { ts: { $gte: Timestamp(1527144340, 137) } }, tailable: true, oplogReplay: true, awaitData: true, maxTimeMS: 60000, batchSize: 13981010, term: 1, readConcern: { afterClusterTime: Timestamp(1527144340, 137) } } active: 1 callbackHandle.valid: 1 callbackHandle.cancelled: 0 attempt: 1 retryPolicy: RetryPolicyImpl maxAttempts: 1 maxTimeMillis: -1ms
2018-05-24T06:45:50.890+0000 I REPL     [replexec-3] Starting an election, since we've seen no PRIMARY in the past 10000ms
2018-05-24T06:45:50.891+0000 I REPL     [replexec-3] conducting a dry run election to see if we could be elected. current term: 1
2018-05-24T06:45:50.892+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to node1:27017
2018-05-24T06:45:50.895+0000 I REPL     [replexec-4] VoteRequester(term 1 dry run) received a yes vote from node3:27017; response message: { term: 1, voteGranted: true, reason: "", ok: 1.0, operationTime: Timestamp(1527144340, 135), $clusterTime: { clusterTime: Timestamp(1527144340, 143), signature: { hash: BinData(0, 0000000000000000000000000000000000000000), keyId: 0 } } }
2018-05-24T06:45:50.896+0000 I REPL     [replexec-4] dry election run succeeded, running for election in term 2
2018-05-24T06:45:50.901+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to node1:27017
2018-05-24T06:45:50.903+0000 I REPL     [replexec-5] VoteRequester(term 2) received a yes vote from node3:27017; response message: { term: 2, voteGranted: true, reason: "", ok: 1.0, operationTime: Timestamp(1527144340, 135), $clusterTime: { clusterTime: Timestamp(1527144340, 143), signature: { hash: BinData(0, 0000000000000000000000000000000000000000), keyId: 0 } } }
2018-05-24T06:45:50.904+0000 I REPL     [replexec-5] election succeeded, assuming primary role in term 2
2018-05-24T06:45:50.904+0000 I REPL     [replexec-5] transition to PRIMARY from SECONDARY
2018-05-24T06:45:50.904+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Ending connection to host node1:27017 due to bad connection status; 2 connections to that host remain open
2018-05-24T06:45:50.905+0000 I REPL     [replexec-5] Entering primary catch-up mode.
2018-05-24T06:45:50.905+0000 I ASIO     [NetworkInterfaceASIO-Replication-0] Connecting to node1:27017
2018-05-24T06:45:51.057+0000 I REPL_HB  [replexec-3] Error in heartbeat (requestId: 11938) to node1:27017, response status: NetworkInterfaceExceededTimeLimit: Couldn't get a connection within the time limit
2018-05-24T06:45:51.058+0000 I REPL     [replexec-3] Member node1:27017 is now in state RS_DOWN
2018-05-24T06:45:51.058+0000 I REPL     [replexec-3] Caught up to the latest optime known via heartbeats after becoming primary.
2018-05-24T06:45:51.059+0000 I REPL     [replexec-3] Exited primary catch-up mode.
2018-05-24T06:45:51.059+0000 I ASIO     [NetworkInterfaceASIO-RS-0] Ending connection to host node1:27017 due to bad connection status; 1 connections to that host remain open
2018-05-24T06:45:51.060+0000 I REPL     [rsBackgroundSync] Replication producer stopped after oplog fetcher finished returning a batch from our sync source.  Abandoning this batch of oplog entries and re-evaluating our sync source.
2018-05-24T06:45:52.646+0000 I REPL     [rsSync] transition to primary complete; database writes are now permitted
2018-05-24T06:46:00.681+0000 I NETWORK  [listener] connection accepted from 172.23.0.4:46920 #9 (6 connections now open)
2018-05-24T06:46:00.684+0000 I NETWORK  [conn9] received client metadata from 172.23.0.4:46920 conn9: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:00.692+0000 I NETWORK  [listener] connection accepted from 172.23.0.4:46940 #10 (7 connections now open)
2018-05-24T06:46:00.710+0000 I NETWORK  [listener] connection accepted from 172.23.0.4:46946 #11 (8 connections now open)
2018-05-24T06:46:00.710+0000 I NETWORK  [listener] connection accepted from 172.23.0.4:46948 #12 (9 connections now open)
2018-05-24T06:46:00.711+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:46350 #13 (10 connections now open)
2018-05-24T06:46:00.711+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:46352 #14 (11 connections now open)
2018-05-24T06:46:00.712+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:46354 #15 (12 connections now open)
2018-05-24T06:46:00.712+0000 I NETWORK  [listener] connection accepted from 172.23.0.3:46358 #16 (13 connections now open)
2018-05-24T06:46:00.713+0000 I NETWORK  [conn10] received client metadata from 172.23.0.4:46940 conn10: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:00.713+0000 I NETWORK  [conn12] received client metadata from 172.23.0.4:46948 conn12: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:00.713+0000 I NETWORK  [conn13] received client metadata from 172.23.0.3:46350 conn13: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:00.713+0000 I NETWORK  [conn11] received client metadata from 172.23.0.4:46946 conn11: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:00.713+0000 I NETWORK  [conn14] received client metadata from 172.23.0.3:46352 conn14: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:00.713+0000 I NETWORK  [conn15] received client metadata from 172.23.0.3:46354 conn15: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:00.714+0000 I NETWORK  [conn16] received client metadata from 172.23.0.3:46358 conn16: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:03.058+0000 I REPL_HB  [replexec-6] Error in heartbeat (requestId: 11945) to node1:27017, response status: NetworkInterfaceExceededTimeLimit: Couldn't get a connection within the time limit
2018-05-24T06:46:07.496+0000 I NETWORK  [listener] connection accepted from 172.23.0.2:35230 #17 (14 connections now open)
2018-05-24T06:46:07.497+0000 I NETWORK  [conn17] received client metadata from 172.23.0.2:35230 conn17: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:07.504+0000 I NETWORK  [listener] connection accepted from 172.23.0.2:35306 #18 (15 connections now open)
2018-05-24T06:46:07.505+0000 I NETWORK  [listener] connection accepted from 172.23.0.2:35312 #19 (16 connections now open)
2018-05-24T06:46:07.506+0000 I NETWORK  [listener] connection accepted from 172.23.0.2:35310 #20 (17 connections now open)
2018-05-24T06:46:07.506+0000 I NETWORK  [listener] connection accepted from 172.23.0.2:35308 #21 (18 connections now open)
2018-05-24T06:46:07.506+0000 I NETWORK  [conn19] received client metadata from 172.23.0.2:35312 conn19: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:07.506+0000 I NETWORK  [conn18] received client metadata from 172.23.0.2:35306 conn18: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:07.507+0000 I NETWORK  [conn21] received client metadata from 172.23.0.2:35308 conn21: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:07.507+0000 I NETWORK  [conn20] received client metadata from 172.23.0.2:35310 conn20: { driver: { name: "mongo-java-driver", version: "unknown" }, os: { type: "Linux", name: "Linux", architecture: "amd64", version: "4.9.87-linuxkit-aufs" }, platform: "Java/Oracle Corporation/1.8.0_171-8u171-b11-0ubuntu0.17.10.1-b11" }
2018-05-24T06:46:08.538+0000 I NETWORK  [conn2] end connection 172.23.0.2:46014 (17 connections now open)
2018-05-24T06:46:08.540+0000 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to node1:27017: InvalidSyncSource: Sync source was cleared. Was node1:27017
